CD_MISSION,NM_PRIORITY,OID_FORKLIFT,FROM_X,FROM_Y,TO_X,TO_Y,DT_INSERT,DT_START,DT_UPDATE,DIFF,WEIGHT,HEIGHT,TP_UDC,DT_READY_TO_GO,DIFF_READY_TO_GO,FROM_Z,TO_Z
"4,162,522",8,44,"241,569","416,461",906,5,4/5/2023 11:59,4/5/2023 12:07,4/5/2023 12:10,3,999,780,1,4/5/2023 12:08,1,0,0
"4,162,522",8,44,"241,569","416,461",906,5,4/5/2023 11:59,4/5/2023 12:07,4/5/2023 12:10,3,999,780,1,4/5/2023 12:08,1,0,0
"4,162,522",8,44,"241,569","416,461",906,5,4/5/2023 11:59,4/5/2023 12:07,4/5/2023 12:10,3,999,780,1,4/5/2023 12:08,1,0,0
"4,162,522",8,44,"241,569","416,461",906,5,4/5/2023 11:59,4/5/2023 12:07,4/5/2023 12:10,3,999,780,1,4/5/2023 12:08,1,0,0
"4,162,522",8,44,"241,569","416,461",906,5,4/5/2023 11:59,4/5/2023 12:07,4/5/2023 12:10,3,999,780,1,4/5/2023 12:08,1,0,0
"4,162,529",6,45,"299,546","825,154","238,630","747,302",4/5/2023 12:07,4/5/2023 12:09,4/5/2023 12:12,3,0,178,4,4/5/2023 12:11,2,0,0
"4,162,534",8,33,"241,569","416,461","210,222","373,584",4/5/2023 12:11,4/5/2023 12:13,4/5/2023 12:15,2,853,750,1,4/5/2023 12:14,1,0,0
"4,162,535",6,45,"295,097","821,172","241,107","746,808",4/5/2023 12:12,4/5/2023 12:13,4/5/2023 12:15,2,0,163,4,4/5/2023 12:14,1,0,0
"4,162,536",8,44,"241,569","416,461",903,10,4/5/2023 12:12,4/5/2023 12:15,4/5/2023 12:17,2,148,290,1,4/5/2023 12:16,1,0,0
"4,162,536",8,44,"241,569","416,461",903,10,4/5/2023 12:12,4/5/2023 12:15,4/5/2023 12:17,2,148,290,1,4/5/2023 12:16,1,0,0
"4,162,366",5,33,"246,340","425,843","347,161","432,690",4/5/2023 10:30,4/5/2023 12:15,4/5/2023 12:17,2,708,920,1,4/5/2023 12:16,1,0,0
"4,162,541",8,44,"241,569","416,461",909,16,4/5/2023 12:16,4/5/2023 12:17,4/5/2023 12:21,4,500,600,1,4/5/2023 12:18,1,0,0
"4,162,568",8,44,"241,569","416,461",903,11,4/5/2023 12:18,4/5/2023 12:29,4/5/2023 12:32,3,25,320,7,4/5/2023 12:31,1,0,0
"4,162,578",8,34,"241,569","416,461",900,12,4/5/2023 12:33,4/5/2023 12:34,4/5/2023 12:39,5,127,380,1,4/5/2023 12:38,4,0,0
"4,162,578",8,34,"241,569","416,461",900,12,4/5/2023 12:33,4/5/2023 12:34,4/5/2023 12:39,5,127,380,1,4/5/2023 12:38,4,0,0
"4,162,578",8,34,"241,569","416,461",900,12,4/5/2023 12:33,4/5/2023 12:34,4/5/2023 12:39,5,127,380,1,4/5/2023 12:38,4,0,0
"4,162,578",8,34,"241,569","416,461",900,12,4/5/2023 12:33,4/5/2023 12:34,4/5/2023 12:39,5,127,380,1,4/5/2023 12:38,4,0,0
"4,162,369",5,44,"246,340","425,843",908,3,4/5/2023 10:31,4/5/2023 12:39,4/5/2023 12:41,3,500,760,1,4/5/2023 12:40,2,0,0
"4,162,369",5,44,"246,340","425,843",908,3,4/5/2023 10:31,4/5/2023 12:39,4/5/2023 12:41,3,500,760,1,4/5/2023 12:40,2,0,0
"4,162,436",5,34,"246,340","425,843",902,1,4/5/2023 11:01,4/5/2023 12:41,4/5/2023 12:44,2,178,720,1,4/5/2023 12:43,2,0,0
"4,162,436",5,34,"246,340","425,843",902,1,4/5/2023 11:01,4/5/2023 12:41,4/5/2023 12:44,2,178,720,1,4/5/2023 12:43,2,0,0
"4,162,590",8,34,"241,569","416,461",902,5,4/5/2023 12:42,4/5/2023 12:44,4/5/2023 12:45,2,39,500,1,4/5/2023 12:45,1,0,0
"4,162,590",8,34,"241,569","416,461",902,5,4/5/2023 12:42,4/5/2023 12:44,4/5/2023 12:45,2,39,500,1,4/5/2023 12:45,1,0,0
"4,162,461",5,44,"246,340","425,843",909,16,4/5/2023 11:14,4/5/2023 12:44,4/5/2023 12:47,3,366,540,1,4/5/2023 12:46,1,0,0
"4,162,461",5,44,"246,340","425,843",909,16,4/5/2023 11:14,4/5/2023 12:44,4/5/2023 12:47,3,366,540,1,4/5/2023 12:46,1,0,0
"4,162,594",8,34,"241,569","416,461",900,6,4/5/2023 12:45,4/5/2023 12:46,4/5/2023 12:48,2,455,640,1,4/5/2023 12:47,1,0,0
"4,162,599",8,44,"241,569","416,461",904,4,4/5/2023 12:47,4/5/2023 12:47,4/5/2023 12:49,2,233,380,1,4/5/2023 12:48,1,0,0
"4,162,599",8,44,"241,569","416,461",904,4,4/5/2023 12:47,4/5/2023 12:47,4/5/2023 12:49,2,233,380,1,4/5/2023 12:48,1,0,0
"4,162,473",5,34,"246,340","425,843",903,13,4/5/2023 11:19,4/5/2023 12:48,4/5/2023 12:52,4,370,520,1,4/5/2023 12:51,3,0,0
"4,162,604",8,34,"241,569","416,461",902,16,4/5/2023 12:51,4/5/2023 12:52,4/5/2023 12:58,6,885,760,1,4/5/2023 12:57,5,0,0
"4,162,604",8,34,"241,569","416,461",902,16,4/5/2023 12:51,4/5/2023 12:52,4/5/2023 12:58,6,885,760,1,4/5/2023 12:57,5,0,0
"4,162,482",5,44,"246,340","425,843",901,9,4/5/2023 11:27,4/5/2023 12:53,4/5/2023 12:55,2,222,360,1,4/5/2023 12:54,1,0,0
"4,162,585",5,44,"246,340","425,843",903,14,4/5/2023 12:39,4/5/2023 12:55,4/5/2023 12:56,2,379,580,1,4/5/2023 12:55,1,0,0
"4,162,593",5,44,"246,340","425,843",900,4,4/5/2023 12:44,4/5/2023 12:56,4/5/2023 12:58,2,825,760,1,4/5/2023 12:57,1,0,0
"4,162,593",5,44,"246,340","425,843",900,4,4/5/2023 12:44,4/5/2023 12:56,4/5/2023 12:58,2,825,760,1,4/5/2023 12:57,1,0,0
"4,162,593",5,44,"246,340","425,843",900,4,4/5/2023 12:44,4/5/2023 12:56,4/5/2023 12:58,2,825,760,1,4/5/2023 12:57,1,0,0
"4,162,616",8,34,"241,569","416,461",901,3,4/5/2023 12:57,4/5/2023 12:58,4/5/2023 12:59,2,654,760,1,4/5/2023 12:58,1,0,0
"4,162,598",5,44,"246,340","425,843",906,6,4/5/2023 12:46,4/5/2023 12:58,4/5/2023 13:01,3,363,780,1,4/5/2023 13:01,2,0,0
"4,162,608",5,44,"246,340","425,843",909,5,4/5/2023 12:52,4/5/2023 13:02,4/5/2023 13:03,2,71,500,1,4/5/2023 13:02,1,0,0
"4,162,608",5,44,"246,340","425,843",909,5,4/5/2023 12:52,4/5/2023 13:02,4/5/2023 13:03,2,71,500,1,4/5/2023 13:02,1,0,0
"4,162,613",5,34,"246,340","425,843",904,6,4/5/2023 12:54,4/5/2023 13:02,4/5/2023 13:05,3,813,820,1,4/5/2023 13:04,2,0,0
"4,162,613",5,34,"246,340","425,843",904,6,4/5/2023 12:54,4/5/2023 13:02,4/5/2023 13:05,3,813,820,1,4/5/2023 13:04,2,0,0
"4,162,614",5,44,"246,340","425,843",902,1,4/5/2023 12:56,4/5/2023 13:03,4/5/2023 13:05,2,313,420,1,4/5/2023 13:04,1,0,0
"4,162,614",5,44,"246,340","425,843",902,1,4/5/2023 12:56,4/5/2023 13:03,4/5/2023 13:05,2,313,420,1,4/5/2023 13:04,1,0,0
"4,162,618",5,34,"246,340","425,843",908,15,4/5/2023 12:58,4/5/2023 13:05,4/5/2023 13:07,2,169,320,1,4/5/2023 13:06,1,0,0
"4,162,620",5,44,"246,340","425,843",901,11,4/5/2023 13:01,4/5/2023 13:05,4/5/2023 13:08,3,507,560,1,4/5/2023 13:07,2,0,0
"4,162,620",5,44,"246,340","425,843",901,11,4/5/2023 13:01,4/5/2023 13:05,4/5/2023 13:08,3,507,560,1,4/5/2023 13:07,2,0,0
"4,162,624",5,34,"246,340","425,843",909,14,4/5/2023 13:04,4/5/2023 13:10,4/5/2023 13:12,2,55,280,1,4/5/2023 13:11,1,0,0
"4,162,625",5,44,"246,340","425,843",906,13,4/5/2023 13:05,4/5/2023 13:11,4/5/2023 13:14,3,571,620,1,4/5/2023 13:13,2,0,0
"4,162,625",5,44,"246,340","425,843",906,13,4/5/2023 13:05,4/5/2023 13:11,4/5/2023 13:14,3,571,620,1,4/5/2023 13:13,2,0,0
"4,162,625",5,44,"246,340","425,843",906,13,4/5/2023 13:05,4/5/2023 13:11,4/5/2023 13:14,3,571,620,1,4/5/2023 13:13,2,0,0
"4,162,627",5,34,"246,340","425,843",902,1,4/5/2023 13:07,4/5/2023 13:12,4/5/2023 13:15,3,386,780,1,4/5/2023 13:14,1,0,0
"4,162,629",5,44,"246,340","425,843",906,14,4/5/2023 13:08,4/5/2023 13:14,4/5/2023 13:16,2,491,620,1,4/5/2023 13:15,1,0,0
"4,162,631",5,34,"246,340","425,843",904,4,4/5/2023 13:10,4/5/2023 13:15,4/5/2023 13:17,2,140,360,1,4/5/2023 13:16,1,0,0
"4,162,633",5,44,"246,340","425,843",906,7,4/5/2023 13:12,4/5/2023 13:16,4/5/2023 13:19,3,647,660,1,4/5/2023 13:18,2,0,0
"4,162,633",5,44,"246,340","425,843",906,7,4/5/2023 13:12,4/5/2023 13:16,4/5/2023 13:19,3,647,660,1,4/5/2023 13:18,2,0,0
"4,162,635",5,34,"246,340","425,843",904,13,4/5/2023 13:14,4/5/2023 13:17,4/5/2023 13:19,2,347,560,1,4/5/2023 13:17,1,0,0
"4,162,635",5,34,"246,340","425,843",904,13,4/5/2023 13:14,4/5/2023 13:17,4/5/2023 13:19,2,347,560,1,4/5/2023 13:17,1,0,0
"4,162,637",5,34,"246,340","425,843",903,15,4/5/2023 13:14,4/5/2023 13:19,4/5/2023 13:21,2,322,600,1,4/5/2023 13:20,1,0,0
"4,162,637",5,34,"246,340","425,843",903,15,4/5/2023 13:14,4/5/2023 13:19,4/5/2023 13:21,2,322,600,1,4/5/2023 13:20,1,0,0
"4,162,638",5,44,"246,340","425,843","256,555","420,003",4/5/2023 13:15,4/5/2023 13:19,4/5/2023 13:22,3,592,580,1,4/5/2023 13:22,2,0,0
"4,162,639",5,34,"246,340","425,843",909,15,4/5/2023 13:16,4/5/2023 13:21,4/5/2023 13:24,3,188,360,1,4/5/2023 13:22,1,0,0
"4,162,651",5,44,"246,340","425,843",903,13,4/5/2023 13:22,4/5/2023 13:22,4/5/2023 13:24,2,"1,064",880,1,4/5/2023 13:23,1,0,0
"4,162,651",5,44,"246,340","425,843",903,13,4/5/2023 13:22,4/5/2023 13:22,4/5/2023 13:24,2,"1,064",880,1,4/5/2023 13:23,1,0,0
"4,162,651",5,44,"246,340","425,843",903,13,4/5/2023 13:22,4/5/2023 13:22,4/5/2023 13:24,2,"1,064",880,1,4/5/2023 13:23,1,0,0
"4,162,652",5,34,"246,340","425,843",901,6,4/5/2023 13:24,4/5/2023 13:24,4/5/2023 13:27,3,147,440,1,4/5/2023 13:26,2,0,0
"4,162,652",5,34,"246,340","425,843",901,6,4/5/2023 13:24,4/5/2023 13:24,4/5/2023 13:27,3,147,440,1,4/5/2023 13:26,2,0,0
"4,162,654",5,44,"246,340","425,843",900,13,4/5/2023 13:25,4/5/2023 13:25,4/5/2023 13:31,6,173,340,1,4/5/2023 13:29,5,0,0
"4,162,654",5,44,"246,340","425,843",900,13,4/5/2023 13:25,4/5/2023 13:25,4/5/2023 13:31,6,173,340,1,4/5/2023 13:29,5,0,0
"4,162,656",5,34,"246,340","425,843",900,13,4/5/2023 13:26,4/5/2023 13:27,4/5/2023 13:29,2,62,260,1,4/5/2023 13:28,1,0,0
"4,162,597",0,45,"238,542","745,624","345,180","401,621",4/5/2023 12:46,4/5/2023 13:29,4/5/2023 13:30,2,132,205,4,4/5/2023 13:29,0,0,0
"4,162,658",5,34,"246,340","425,843",900,16,4/5/2023 13:27,4/5/2023 13:29,4/5/2023 13:32,3,63,300,1,4/5/2023 13:31,2,0,0
"4,161,927",8,58,"206,939","273,766","415,233","377,304",4/5/2023 6:38,4/5/2023 13:30,4/5/2023 13:35,4,935,760,1,4/5/2023 13:32,2,0,0
"4,162,661",5,44,"246,340","425,843",900,16,4/5/2023 13:28,4/5/2023 13:31,4/5/2023 13:34,3,66,360,7,4/5/2023 13:33,2,0,0
"4,162,661",5,44,"246,340","425,843",900,16,4/5/2023 13:28,4/5/2023 13:31,4/5/2023 13:34,3,66,360,7,4/5/2023 13:33,2,0,0
"4,162,664",5,34,"246,340","425,843",901,14,4/5/2023 13:29,4/5/2023 13:32,4/5/2023 13:35,3,31,240,1,4/5/2023 13:34,1,0,0
"4,162,665",5,44,"246,340","425,843",906,10,4/5/2023 13:31,4/5/2023 13:34,4/5/2023 13:35,2,219,380,1,4/5/2023 13:34,1,0,0
"4,162,669",5,34,"246,340","425,843",903,16,4/5/2023 13:33,4/5/2023 13:35,4/5/2023 13:40,5,493,560,1,4/5/2023 13:38,3,0,0
"4,162,669",5,34,"246,340","425,843",903,16,4/5/2023 13:33,4/5/2023 13:35,4/5/2023 13:40,5,493,560,1,4/5/2023 13:38,3,0,0
"4,162,672",5,44,"246,340","425,843",908,11,4/5/2023 13:36,4/5/2023 13:36,4/5/2023 13:38,2,189,360,1,4/5/2023 13:37,1,0,0
"4,162,672",5,44,"246,340","425,843",908,11,4/5/2023 13:36,4/5/2023 13:36,4/5/2023 13:38,2,189,360,1,4/5/2023 13:37,1,0,0
"4,162,677",5,44,"246,340","425,843",908,13,4/5/2023 13:39,4/5/2023 13:39,4/5/2023 13:43,4,70,300,1,4/5/2023 13:42,3,0,0
"4,162,682",5,34,"246,340","425,843",900,11,4/5/2023 13:43,4/5/2023 13:43,4/5/2023 13:44,1,110,340,7,4/5/2023 13:43,0,0,0
"4,162,685",5,44,"246,340","425,843",902,14,4/5/2023 13:44,4/5/2023 13:44,4/5/2023 13:46,2,55,260,1,4/5/2023 13:45,1,0,0
"4,162,690",5,34,"246,340","425,843",902,15,4/5/2023 13:45,4/5/2023 13:45,4/5/2023 13:49,4,95,280,1,4/5/2023 13:48,3,0,0
"4,162,691",5,44,"246,340","425,843",902,5,4/5/2023 13:46,4/5/2023 13:46,4/5/2023 13:49,3,512,800,1,4/5/2023 13:48,2,0,0
"4,162,692",5,34,"246,340","425,843",909,1,4/5/2023 13:48,4/5/2023 13:49,4/5/2023 13:51,2,484,780,1,4/5/2023 13:49,1,0,0
"4,162,695",5,44,"246,340","425,843",903,13,4/5/2023 13:49,4/5/2023 13:49,4/5/2023 13:53,4,209,360,1,4/5/2023 13:52,3,0,0
"4,162,699",5,34,"246,340","425,843",900,6,4/5/2023 13:51,4/5/2023 13:51,4/5/2023 13:55,4,334,460,1,4/5/2023 13:54,3,0,0
"4,162,701",5,44,"246,340","425,843",903,13,4/5/2023 13:53,4/5/2023 13:53,4/5/2023 13:55,2,32,280,1,4/5/2023 13:53,1,0,0
"4,162,705",8,44,"241,569","416,461",909,2,4/5/2023 13:55,4/5/2023 13:55,4/5/2023 13:57,2,217,480,1,4/5/2023 13:56,1,0,0
"4,162,705",8,44,"241,569","416,461",909,2,4/5/2023 13:55,4/5/2023 13:55,4/5/2023 13:57,2,217,480,1,4/5/2023 13:56,1,0,0
"4,162,704",5,34,"246,340","425,843",905,13,4/5/2023 13:54,4/5/2023 13:55,4/5/2023 13:58,2,24,240,1,4/5/2023 13:56,1,0,0
"4,162,709",8,44,"241,569","416,461",905,15,4/5/2023 13:56,4/5/2023 13:57,4/5/2023 13:59,3,3,240,7,4/5/2023 13:58,1,0,0
"4,162,707",5,34,"246,340","425,843",905,16,4/5/2023 13:55,4/5/2023 13:58,4/5/2023 14:00,2,21,240,7,4/5/2023 13:59,1,0,0
"4,162,712",8,44,"241,569","416,461","205,840","375,347",4/5/2023 13:58,4/5/2023 13:59,4/5/2023 14:02,2,955,770,1,4/5/2023 14:00,1,0,0
"4,162,711",5,34,"246,340","425,843",903,16,4/5/2023 13:58,4/5/2023 14:00,4/5/2023 14:03,3,444,580,1,4/5/2023 14:02,2,0,0
"4,162,716",5,44,"246,340","425,843",906,14,4/5/2023 14:00,4/5/2023 14:02,4/5/2023 14:04,2,56,260,1,4/5/2023 14:03,1,0,0
"4,162,718",5,34,"246,340","425,843",904,15,4/5/2023 14:01,4/5/2023 14:03,4/5/2023 14:06,2,31,240,1,4/5/2023 14:04,1,0,0
"4,162,719",5,44,"246,340","425,843",909,3,4/5/2023 14:03,4/5/2023 14:04,4/5/2023 14:06,2,313,480,1,4/5/2023 14:05,1,0,0
"4,162,722",5,34,"246,340","425,843",907,6,4/5/2023 14:04,4/5/2023 14:06,4/5/2023 14:07,2,213,500,1,4/5/2023 14:06,1,0,0
"4,162,728",5,44,"246,340","425,843","281,907","440,862",4/5/2023 14:05,4/5/2023 14:06,4/5/2023 14:08,2,815,780,1,4/5/2023 14:07,1,0,0
"4,162,732",5,34,"246,340","425,843",902,10,4/5/2023 14:06,4/5/2023 14:07,4/5/2023 14:11,4,308,600,1,4/5/2023 14:09,1,0,0
"4,162,740",5,34,"246,340","425,843","281,907","440,862",4/5/2023 14:11,4/5/2023 14:11,4/5/2023 14:13,2,815,780,1,4/5/2023 14:12,1,0,0
"4,162,742",5,44,"246,340","425,843",902,10,4/5/2023 14:12,4/5/2023 14:12,4/5/2023 14:15,3,483,580,1,4/5/2023 14:14,2,0,0
"4,162,746",5,34,"246,340","425,843",909,4,4/5/2023 14:13,4/5/2023 14:13,4/5/2023 14:15,2,242,500,1,4/5/2023 14:14,1,0,0
"4,162,746",5,34,"246,340","425,843",909,4,4/5/2023 14:13,4/5/2023 14:13,4/5/2023 14:15,2,242,500,1,4/5/2023 14:14,1,0,0
"4,162,748",5,44,"246,340","425,843",900,11,4/5/2023 14:14,4/5/2023 14:15,4/5/2023 14:16,2,94,280,1,4/5/2023 14:15,1,0,0
"4,162,749",5,34,"246,340","425,843",906,15,4/5/2023 14:16,4/5/2023 14:16,4/5/2023 14:18,2,225,380,1,4/5/2023 14:17,1,0,0
"4,162,749",5,34,"246,340","425,843",906,15,4/5/2023 14:16,4/5/2023 14:16,4/5/2023 14:18,2,225,380,1,4/5/2023 14:17,1,0,0
"4,162,752",5,34,"246,340","425,843",905,11,4/5/2023 14:18,4/5/2023 14:18,4/5/2023 14:21,3,28,260,1,4/5/2023 14:19,1,0,0
"4,162,753",5,44,"246,340","425,843",906,16,4/5/2023 14:19,4/5/2023 14:19,4/5/2023 14:22,3,94,280,1,4/5/2023 14:19,0,0,0
"4,162,754",5,34,"246,340","425,843",904,14,4/5/2023 14:20,4/5/2023 14:21,4/5/2023 14:23,2,250,380,1,4/5/2023 14:22,1,0,0
"4,162,757",5,44,"246,340","425,843",907,6,4/5/2023 14:21,4/5/2023 14:22,4/5/2023 14:24,2,63,320,1,4/5/2023 14:23,1,0,0
"4,162,757",5,44,"246,340","425,843",907,6,4/5/2023 14:21,4/5/2023 14:22,4/5/2023 14:24,2,63,320,1,4/5/2023 14:23,1,0,0
"4,162,663",8,45,"254,877","906,660","238,630","747,302",4/5/2023 13:29,4/5/2023 14:24,4/5/2023 14:27,4,237,315,4,4/5/2023 14:25,2,0,0
"4,162,763",8,44,"241,569","416,461",907,13,4/5/2023 14:24,4/5/2023 14:24,4/5/2023 14:27,3,171,310,1,4/5/2023 14:26,2,0,0
"4,162,760",5,34,"246,340","425,843",900,3,4/5/2023 14:22,4/5/2023 14:26,4/5/2023 14:29,3,719,740,1,4/5/2023 14:28,2,0,0
"4,162,762",5,44,"246,340","425,843",907,14,4/5/2023 14:23,4/5/2023 14:27,4/5/2023 14:29,2,33,240,1,4/5/2023 14:28,1,0,0
"4,162,771",8,34,"241,569","416,461","256,555","420,003",4/5/2023 14:27,4/5/2023 14:29,4/5/2023 14:31,3,987,860,1,4/5/2023 14:29,1,0,0
"4,162,774",6,45,"295,097","821,172","241,107","746,808",4/5/2023 14:28,4/5/2023 14:29,4/5/2023 14:36,7,0,255,4,4/5/2023 14:31,2,0,0
"4,162,776",8,44,"241,569","416,461","281,907","440,862",4/5/2023 14:29,4/5/2023 14:29,4/5/2023 14:31,2,815,750,1,4/5/2023 14:30,1,0,0
"4,162,766",5,44,"246,340","425,843","236,965","373,688",4/5/2023 14:25,4/5/2023 14:31,4/5/2023 14:33,2,950,800,1,4/5/2023 14:32,1,0,0
"4,162,795",8,44,"241,569","416,461","281,907","440,862",4/5/2023 14:35,4/5/2023 14:35,4/5/2023 14:38,3,815,800,1,4/5/2023 14:37,2,0,0
"4,162,796",8,34,"241,569","416,461","281,907","440,862",4/5/2023 14:36,4/5/2023 14:38,4/5/2023 14:40,2,815,800,1,4/5/2023 14:39,1,0,0
"4,162,801",0,45,"235,943","745,770","214,706","723,329",4/5/2023 14:36,4/5/2023 14:38,4/5/2023 14:44,6,"1,109",531,4,4/5/2023 14:43,5,0,0
"4,162,801",0,45,"235,943","745,770","214,706","723,329",4/5/2023 14:36,4/5/2023 14:38,4/5/2023 14:44,6,"1,109",531,4,4/5/2023 14:43,5,0,0
"4,162,804",8,44,"241,569","416,461",900,1,4/5/2023 14:37,4/5/2023 14:38,4/5/2023 14:40,2,361,490,1,4/5/2023 14:39,1,0,0
"4,162,807",8,44,"241,569","416,461","236,965","373,688",4/5/2023 14:39,4/5/2023 14:40,4/5/2023 14:42,2,950,830,1,4/5/2023 14:41,1,0,0
"4,162,777",5,44,"246,340","425,843",908,9,4/5/2023 14:29,4/5/2023 14:42,4/5/2023 14:44,2,25,240,7,4/5/2023 14:43,1,0,0
"4,162,792",5,44,"246,340","425,843",905,5,4/5/2023 14:34,4/5/2023 14:44,4/5/2023 14:52,8,823,780,1,4/5/2023 14:51,7,0,0
"4,162,792",5,44,"246,340","425,843",905,5,4/5/2023 14:34,4/5/2023 14:44,4/5/2023 14:52,8,823,780,1,4/5/2023 14:51,7,0,0
"4,162,814",8,63,"306,451","329,801",900,4,4/5/2023 14:44,4/5/2023 14:46,4/5/2023 14:52,6,341,750,1,4/5/2023 14:50,4,0,0
"4,162,794",5,34,"246,340","425,843",906,14,4/5/2023 14:35,4/5/2023 14:46,4/5/2023 14:49,4,149,300,1,4/5/2023 14:48,2,0,0
"4,162,821",6,45,"316,316","824,154","241,107","746,808",4/5/2023 14:46,4/5/2023 14:47,4/5/2023 14:48,2,437,346,4,4/5/2023 14:47,0,0,0
"4,162,819",5,34,"246,340","425,843",909,2,4/5/2023 14:45,4/5/2023 14:52,4/5/2023 14:54,2,758,760,1,4/5/2023 14:53,1,0,0
"4,162,829",8,63,"170,193","476,951",902,6,4/5/2023 14:52,4/5/2023 14:52,4/5/2023 14:57,5,289,750,1,4/5/2023 14:54,2,0,0
"4,162,833",5,34,"246,340","425,843",901,1,4/5/2023 14:54,4/5/2023 14:54,4/5/2023 14:56,2,657,660,1,4/5/2023 14:55,1,0,0
"4,162,837",5,44,"246,340","425,843",907,13,4/5/2023 14:55,4/5/2023 14:56,4/5/2023 14:58,2,143,340,1,4/5/2023 14:57,1,0,0
"4,162,831",0,45,"241,025","745,305","345,581","407,909",4/5/2023 14:53,4/5/2023 14:56,4/5/2023 14:58,2,202,163,4,4/5/2023 14:57,0,0,0
"4,162,831",0,45,"241,025","745,305","345,581","407,909",4/5/2023 14:53,4/5/2023 14:56,4/5/2023 14:58,2,202,163,4,4/5/2023 14:57,0,0,0
"4,162,831",0,45,"241,025","745,305","345,581","407,909",4/5/2023 14:53,4/5/2023 14:56,4/5/2023 14:58,2,202,163,4,4/5/2023 14:57,0,0,0
"4,162,831",0,45,"241,025","745,305","345,581","407,909",4/5/2023 14:53,4/5/2023 14:56,4/5/2023 14:58,2,202,163,4,4/5/2023 14:57,0,0,0
"4,162,831",0,45,"241,025","745,305","345,581","407,909",4/5/2023 14:53,4/5/2023 14:56,4/5/2023 14:58,2,202,163,4,4/5/2023 14:57,0,0,0
"4,162,831",0,45,"241,025","745,305","345,581","407,909",4/5/2023 14:53,4/5/2023 14:56,4/5/2023 14:58,2,202,163,4,4/5/2023 14:57,0,0,0
"4,162,832",8,63,"132,352","449,380",902,7,4/5/2023 14:54,4/5/2023 14:57,4/5/2023 15:01,4,386,750,1,4/5/2023 14:59,2,0,0
"4,162,851",0,63,"415,141","375,748",907,16,4/5/2023 15:02,4/5/2023 15:09,4/5/2023 15:12,3,194,266,1,4/5/2023 15:10,2,0,0
"4,162,845",0,45,"238,542","745,624","345,982","414,196",4/5/2023 15:00,4/5/2023 15:09,4/5/2023 15:11,2,119,205,4,4/5/2023 15:09,0,0,0
"4,162,865",5,44,"246,340","425,843",908,8,4/5/2023 15:09,4/5/2023 15:19,4/5/2023 15:22,3,851,760,1,4/5/2023 15:20,2,0,0
"4,162,865",5,44,"246,340","425,843",908,8,4/5/2023 15:09,4/5/2023 15:19,4/5/2023 15:22,3,851,760,1,4/5/2023 15:20,2,0,0
"4,162,865",5,44,"246,340","425,843",908,8,4/5/2023 15:09,4/5/2023 15:19,4/5/2023 15:22,3,851,760,1,4/5/2023 15:20,2,0,0
"4,162,865",5,44,"246,340","425,843",908,8,4/5/2023 15:09,4/5/2023 15:19,4/5/2023 15:22,3,851,760,1,4/5/2023 15:20,2,0,0
"4,162,865",5,44,"246,340","425,843",908,8,4/5/2023 15:09,4/5/2023 15:19,4/5/2023 15:22,3,851,760,1,4/5/2023 15:20,2,0,0
"4,162,890",6,45,"276,528","831,474","236,034","747,455",4/5/2023 15:20,4/5/2023 15:20,4/5/2023 15:32,12,0,178,4,4/5/2023 15:30,10,0,0
"4,162,912",0,45,"233,346","745,714","341,996","418,562",4/5/2023 15:28,4/5/2023 15:33,4/5/2023 15:39,6,672,425,4,4/5/2023 15:38,5,0,0
"4,162,929",5,44,"246,340","425,843",906,11,4/5/2023 15:36,4/5/2023 15:47,4/5/2023 15:50,2,142,340,1,4/5/2023 15:49,1,0,0
"4,162,980",8,44,"241,569","416,461",902,8,4/5/2023 15:58,4/5/2023 15:59,4/5/2023 16:28,29,1,420,7,4/5/2023 16:26,28,0,0
"4,162,980",8,44,"241,569","416,461",902,8,4/5/2023 15:58,4/5/2023 15:59,4/5/2023 16:28,29,1,420,7,4/5/2023 16:26,28,0,0
"4,162,980",8,44,"241,569","416,461",902,8,4/5/2023 15:58,4/5/2023 15:59,4/5/2023 16:28,29,1,420,7,4/5/2023 16:26,28,0,0
"4,163,018",8,44,"241,569","416,461",903,9,4/5/2023 16:35,4/5/2023 16:36,4/5/2023 16:42,5,93,350,1,4/5/2023 16:41,4,0,0
"4,163,018",8,44,"241,569","416,461",903,9,4/5/2023 16:35,4/5/2023 16:36,4/5/2023 16:42,5,93,350,1,4/5/2023 16:41,4,0,0
"4,163,018",8,44,"241,569","416,461",903,9,4/5/2023 16:35,4/5/2023 16:36,4/5/2023 16:42,5,93,350,1,4/5/2023 16:41,4,0,0
"4,162,977",5,44,"246,340","425,843","281,698","438,070",4/5/2023 15:56,4/5/2023 16:59,4/5/2023 17:01,2,938,760,1,4/5/2023 17:00,1,0,0
"4,162,991",5,44,"246,340","425,843","280,863","426,901",4/5/2023 16:05,4/5/2023 17:01,4/5/2023 17:03,2,853,800,1,4/5/2023 17:01,1,0,0
"4,163,039",5,44,"246,340","425,843",902,15,4/5/2023 17:00,4/5/2023 17:03,4/5/2023 17:04,2,968,760,1,4/5/2023 17:03,1,0,0
"4,163,045",5,44,"246,340","425,843","280,863","426,901",4/5/2023 17:02,4/5/2023 17:04,4/5/2023 17:06,2,853,800,1,4/5/2023 17:05,1,0,0
"4,163,050",8,44,"241,569","416,461",904,5,4/5/2023 17:05,4/5/2023 17:06,4/5/2023 17:08,2,853,800,1,4/5/2023 17:07,1,0,0
